social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,stories_seguimentos
X,"Level up your engineering setup for 2026. Learn how to clean up your codebase and migrate to GitHub in under an hour.

1️⃣ Set up a mock ADO project
2️⃣ Use the ado2gh CLI & GitHub migration tools
3️⃣ Configure permissions, migrate repos and integrate with Boards & Pipelines

Jump in and get started → https://github.com/skills/migrate-ado-repository",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2016164295067762800,2026-01-27 10:00:00,2026-01-27 10:00:01,,01-27-2026 10:00,Tuesday,10:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,Developer,,Link,https://twitter.com/MicrosoftLearn/status/2016164295067762800,Microsoft Learn,AON Approver Group,3191,98,52,0,12,43,98,0,0,0,478009,0,,,,,
X,"🍂 'Tis the season for smarter-looking data reports.

Learn how to model data, choose the right visuals, and build interactive reports with this course on the fundamentals of data visualization: https://learn.microsoft.com/en-us/training/modules/explore-fundamentals-data-visualization/?WT.mc_id=general_Twitter-wwl",SENT,Microsoft Learn,TWITTER,Helena Freitas,Z_MSFT Learn | Editorial  (Universal),https://twitter.com/MicrosoftLearn/status/1971107405590053065,2025-09-25 03:00:00,2025-09-25 03:00:01,,09-25-2025 03:00,Thursday,03:00,, , ,, ,MSFT Learn | Agency (Dojo) created,General,,Photo,https://twitter.com/MicrosoftLearn/status/1971107405590053065,Microsoft Learn,Gita Sharma Approver Group,3196,68,21,10,3,55,68,0,9,1,484568,0,,,,,
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.instagram.com/stories/microsoftlearn/3854859998585645082,2026-03-17 09:45:42,2026-03-17 09:45:42,,03-17-2026 09:45,Tuesday,09:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,NextGen,,Video,https://www.instagram.com/stories/microsoftlearn/3854859998585645082,microsoftlearn,,3316,1609,22,0,1,0,1609,0,0,0,119774,2544,,2538.0,35.0,2594.0,0.0
Threads,"Final day check-in 👀
Who’s learning with us today? Anyone try AI Skills Navigator already?",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.threads.com/@microsoftlearn/post/DRSyFPYknq1,2025-11-20 16:32:21,2025-11-20 16:32:21,,11-20-2025 16:32,Thursday,16:00,, , ,, ,,,,Text,https://www.threads.com/@microsoftlearn/post/DRSyFPYknq1,microsoftlearn,,3208,19,17,2,0,0,19,0,2,0,8726,0,,,,,
X,"Ambition upgraded.
Find out more at Microsoft Ignite, November 18–21, 2025.",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | Ignite (Universal),https://twitter.com/MicrosoftLearn/status/1989100281259262151,2025-11-13 17:37:10,2025-11-13 17:37:17,,11-13-2025 17:37,Thursday,17:00,Microsoft Ignite, , ,Other, ,MSFT Learn | Agency (Dojo) created,IT Pro,,Video,https://twitter.com/MicrosoftLearn/status/1989100281259262151,Microsoft Learn,,3222,158,135,7,14,0,1161,0,3,4,483193,0,,,,,
X,"Crave smarter insights for your quarterly report? Microsoft 365 Copilot makes it happen.

Jump into the course and see how AI can transform your business: https://learn.microsoft.com/en-us/training/modules/uncover-new-data-insights-ai/?wt.mc_id=learnmicrosoftai_contentctatw_organicsocial_wwl",SENT,Microsoft Learn,TWITTER,Emily Doyen,Z_MSFT Learn | Editorial  (Universal),https://twitter.com/MicrosoftLearn/status/1965807486130122937,2025-09-10 12:00:00,2025-09-10 12:00:02,,09-10-2025 12:00,Wednesday,12:00,, , ,AI, ,MSFT Learn | Agency (Dojo) created,Biz User,,Photo,https://twitter.com/MicrosoftLearn/status/1965807486130122937,Microsoft Learn,Gita Sharma Approver Group,3230,55,19,1,3,51,55,1,0,0,484554,0,,,,,
Instagram,"Building apps just got a whole lot easier with GitHub Copilot. Whether you're launching a startup or scaling a business, Copilot helps you move faster and work smarter, making life a little less chaotic.
Curious to see it in action? Meet us at GitHub Universe, October 28–29 👉 link in bio.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/reel/DQHkfA2CC0B/,2025-10-22 12:31:16,2025-10-22 12:31:16,,10-22-2025 12:31,Wednesday,12:00,, , ,Copilot, ,MSFT Learn | Microsoft created,Developer,,Video,https://www.instagram.com/reel/DQHkfA2CC0B/,microsoftlearn,,3267,72,61,1,4,0,3339,0,1,0,76125,0,,,,,
Instagram,"The future belongs to teams who feel confident using AI in their day‑to‑day work.
Together with Microsoft, @LexisNexis Risk Solutions is building AI skills to adapt, innovate, and lead.
👉 Explore AI Skills Navigator using the link in bio.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DUtMWnplKgR/,2026-02-13 13:00:03,2026-02-13 13:00:03,,02-13-2026 13:00,Friday,13:00,, , ,AI Skills Navigator (AISN), ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/reel/DUtMWnplKgR/,microsoftlearn,Other,3270,62,46,1,5,0,3332,0,0,1,115179,0,,,,,
X,"💡 Practice prompting every day.
The more context you give, the better Copilot becomes.
Think of it as pair programming, not autocomplete.",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1987928240703344713,2025-11-10 12:00:00,2025-11-10 12:00:01,,11-10-2025 12:00,Monday,12:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://twitter.com/MicrosoftLearn/status/1987928240703344713,Microsoft Learn,,3289,29,25,1,3,0,29,1,0,0,483104,0,,,,,
IG Stories,This message has no text.,SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | OBO (Universal),https://www.instagram.com/stories/microsoftlearn/3811591110888915756,2026-01-16 15:58:08,2026-01-16 15:58:08,,01-16-2026 15:58,Friday,15:00,, , ,Blog, ,MSFT Learn | Microsoft created,NextGen,,Photo,https://www.instagram.com/stories/microsoftlearn/3811591110888915756,microsoftlearn,Thought Leadership Approver Group,3338,1659,27,0,0,43,1659,0,0,0,115125,2711,,2609.0,42.0,2973.0,0.0
X,"Excel turns 40 today! 🎂 With Copilot, the next 40 look even smarter.

Celebrate by trying these prompts with your spreadsheets 👇",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/1973138350807580853,2025-09-30 17:30:16,2025-09-30 17:30:16,,09-30-2025 17:30,Tuesday,17:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/1973138350807580853,Microsoft Learn,,3303,34,29,1,4,0,34,0,1,0,484560,0,,,,,
X,"Build the skills to pass DP‑750. Learn Azure Databricks end‑to‑end, from data ingestion to governance to optimized pipelines, all in one guided skilling plan. https://aka.ms/AzureDatabricks_DP750Plan",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2037696171355820221,2026-03-27 21:00:00,2026-03-27 21:00:00,,03-27-2026 21:00,Friday,21:00,, , ,Other, ,MSFT Learn | Microsoft created,Developer,,Photo,https://twitter.com/MicrosoftLearn/status/2037696171355820221,Microsoft Learn,Other,3303,138,68,0,11,78,138,0,0,0,483614,0,,,,,
Instagram,"When the deadline’s close, clarity matters.
Find the trends, catch the outliers, and turn the numbers into a report you can actually use.
*Features may vary depending on your Microsoft 365 plan.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DWWs0cUDJe9/,2026-03-26 18:00:00,2026-03-26 18:00:21,,03-26-2026 18:00,Thursday,18:00,, , ,Copilot, ,MSFT Learn | Microsoft created,Biz User,,Video,https://www.instagram.com/reel/DWWs0cUDJe9/,microsoftlearn,,4694,144,101,7,16,0,3408,3,1,0,120674,0,,,,,
Threads,"Before you build an agent, answer this:
What action should it take?
What does success look like?",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DV_MiVxEeva,2026-03-17 09:35:40,2026-03-17 09:35:45,,03-17-2026 09:35,Tuesday,09:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DV_MiVxEeva,microsoftlearn,,3315,14,12,0,0,0,14,0,0,0,13996,0,,,,,
Instagram,"Innovation, refreshed. Find out more at Microsoft Ignite, November 18–21, 2025.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | Ignite (Universal),https://www.instagram.com/reel/DRA6RWUCBAs/,2025-11-13 17:58:02,2025-11-13 17:58:02,,11-13-2025 17:58,Thursday,17:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,IT Pro,,Video,https://www.instagram.com/reel/DRA6RWUCBAs/,microsoftlearn,,3318,81,72,3,5,0,3399,1,2,0,86321,0,,,,,
X,"You’re already using these security concepts in your daily workflow, even if you don’t use the formal terms. Save this for when you want to brush up.

👉 MFA → An extra check after your password
👉 Encryption → Your data, locked into unreadable code
👉 Zero trust → Every request gets checked, no exceptions
👉 Phishing → Fake messages trying to steal your info
👉 Least privilege → Access limited to only what you truly need",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2015933753227428297,2026-01-26 18:43:55,2026-01-26 18:43:55,,01-26-2026 18:43,Monday,18:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,General,,Text,https://twitter.com/MicrosoftLearn/status/2015933753227428297,Microsoft Learn,,3330,39,32,3,3,0,39,0,3,0,478006,0,,,,,
Instagram,Having trouble shaping ideas for a big pitch? The Idea Coach Agent helps refine and strengthen them 💡,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DV8qiYSjTxy/,2026-03-16 10:00:00,2026-03-16 10:01:00,,03-16-2026 10:01,Monday,10:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Video,https://www.instagram.com/reel/DV8qiYSjTxy/,microsoftlearn,,3336,118,79,8,14,0,3454,6,1,1,119672,0,,,,,
X,Using a computer today? Remember the name Ada Lovelace.,SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | Women in Tech (Universal),https://twitter.com/MicrosoftLearn/status/2034049646503317547,2026-03-17 19:30:00,2026-03-17 19:30:01,,03-17-2026 19:30,Tuesday,19:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,Women In Tech,,Video,https://twitter.com/MicrosoftLearn/status/2034049646503317547,Microsoft Learn,,3338,68,56,2,9,0,1092,0,1,1,483167,0,,,,,
X,"Unlock real-world impact with Copilot. Extend your agent to automate tasks, access systems, and solve problems faster—no code needed. 

Start building smarter today: https://learn.microsoft.com/en-us/training/modules/build-agent-with-custom-tools/?WT.mc_id=general_Twitter-wwl",SENT,Microsoft Learn,TWITTER,Helena Freitas,Z_MSFT Learn | Editorial  (Universal),https://twitter.com/MicrosoftLearn/status/1974202797768790113,2025-10-03 16:00:00,2025-10-03 16:00:00,,10-03-2025 16:00,Friday,16:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,Developer,,Photo,https://twitter.com/MicrosoftLearn/status/1974202797768790113,Microsoft Learn,Gita Sharma Approver Group,3343,41,19,1,1,27,41,1,0,0,484713,0,,,,,
Threads,Hot take: The hardest bugs aren't in your code. They're in your workflow.,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWSOryLmIx0,2026-03-24 19:00:00,2026-03-24 19:00:21,,03-24-2026 19:00,Tuesday,19:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,Developer,,Text,https://www.threads.com/@microsoftlearn/post/DWSOryLmIx0,microsoftlearn,,3351,19,13,5,1,0,19,2,2,1,14183,0,,,,,
X,"""Work will be defined by human creativity and agents that help it scale in this era. And at the center of this shift across individuals, domain experts, and developers is Microsoft."" - Asha Sharma, President of CoreAI at #MSIgnite",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://twitter.com/MicrosoftLearn/status/1990842150989541634,2025-11-18 12:58:51,2025-11-18 12:58:51,,11-18-2025 12:58,Tuesday,12:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/1990842150989541634,Microsoft Learn,,3970,50,36,4,6,0,49,2,0,2,482420,0,,,,,
X,"Is your team ready to take on today’s evolving security threats? 🛡️
From fundamentals to expert, the Microsoft Learn for Organizations Security Training Poster has every level covered.
Train smarter. Stay resilient.

👉 aka.ms/SecurityTrainingPoster",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1983163092772045004,2025-10-28 09:25:00,2025-10-28 09:25:01,,10-28-2025 09:25,Tuesday,09:00,, , ,Learn for Organizations, ,MSFT Learn | Agency (Dojo) created,Biz User,,Photo,https://twitter.com/MicrosoftLearn/status/1983163092772045004,Microsoft Learn,,3353,74,28,1,6,65,74,1,0,0,484354,0,,,,,
X,"AI readiness takes more than tools. It takes verified skills.
Learn how EPAM is using Microsoft Certifications and Applied Skills to accelerate onboarding, boost delivery, and scale AI impact.

Read the blog: https://techcommunity.microsoft.com/blog/skills-hub-blog/epam-is-fast-tracking-ai-readiness-with-microsoft-credentials/4470718?wt.mc_id=credentials_general_organicsocial_wwl_x",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2022506082627674210,2026-02-13 22:00:00,2026-02-13 22:00:01,,02-13-2026 22:00,Friday,22:00,, , ,Blog, ,MSFT Learn | Microsoft created,Biz User,,Link,https://twitter.com/MicrosoftLearn/status/2022506082627674210,Microsoft Learn,Credentials Approver Group,3358,110,49,2,5,61,110,1,1,0,479570,0,,,,,
Instagram,"Day 3 at SXSW EDU.
 
We explored several educational activations focused on skills, certifications, and flexible learning pathways.
 
Organizations are expanding programs in areas like cloud, cybersecurity, healthcare technology, and data, while certifications are helping professionals strengthen their skills and stand out in the job market.
 
Continuous learning is becoming more important than ever, and Microsoft Learn helps people build the skills needed for today’s workplace.",SENT,microsoftlearn,INSTAGRAM,SprinklrSystem ,MSFT Learn | Next Gen (Universal),https://www.instagram.com/reel/DVw3P9JJMOa/,2026-03-11 20:00:00,2026-03-11 20:00:00,,03-11-2026 20:00,Wednesday,20:00,, , ,Other, ,MSFT Learn | Microsoft created,NextGen,,Video,https://www.instagram.com/reel/DVw3P9JJMOa/,microsoftlearn,,3367,79,69,4,2,0,3446,3,1,0,119170,0,,,,,
Threads,Unpopular opinion: Perfectionism slows learning more than lack of time.,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DU3yQ4GD-OL,2026-02-17 15:00:00,2026-02-17 15:00:21,,02-17-2026 15:00,Tuesday,15:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DU3yQ4GD-OL,microsoftlearn,,3372,33,27,4,2,0,33,1,2,1,13334,0,,,,,
X,"The conversation is moving fast ... from AI, to agents, to the next big question: how do you manage agents at scale? 

At Microsoft, we’re approaching this with an ecosystem mindset. Governance, security, and skilling are built in from day one, so leaders and teams can adopt agentic AI with confidence. 

Hear more from CTO @NTFAQGuy on agents, Work IQ, and the control plane ⤵️
https://aka.ms/STRY_Article_JohnS_X",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | OBO (Universal),https://twitter.com/MicrosoftLearn/status/2022066150872420533,2026-02-12 16:51:52,2026-02-12 16:51:53,,02-12-2026 16:51,Thursday,16:00,, , ,Blog, ,MSFT Learn | Microsoft created,General,,Photo,https://twitter.com/MicrosoftLearn/status/2022066150872420533,Microsoft Learn,Thought Leadership Approver Group,3376,98,48,14,7,52,98,3,10,1,479448,0,,,,,
X,"Whether you're looking to enter the workforce or continue your educational path, these beginner-level Applied Skills assessments equip you with the skills to succeed in your next chapter.

Learn more: https://learn.microsoft.com/en-us/credentials/browse/?credential_types=applied%20skills&levels=beginner",SENT,Microsoft Learn,TWITTER,Helena Freitas,Z_MSFT Learn | Editorial  (Universal),https://twitter.com/MicrosoftLearn/status/1970961443357868531,2025-09-24 17:20:00,2025-09-24 17:20:01,,09-24-2025 17:20,Wednesday,17:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Agency (Dojo) created,NextGen,,Photo,https://twitter.com/MicrosoftLearn/status/1970961443357868531,Microsoft Learn,Gita Sharma Approver Group,3380,63,24,1,4,47,63,1,0,0,484611,0,,,,,
Instagram,"Had the idea, not the doc.
Copilot turned a late-night scramble into a solid launch plan.",SENT,microsoftlearn,INSTAGRAM,Emma Casey,Social: Broadcast (21),https://www.instagram.com/reel/DP97ZLnDMpU/,2025-10-19 09:30:03,2025-10-19 09:30:03,,10-19-2025 09:30,Sunday,09:00,, , ,Copilot, ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/reel/DP97ZLnDMpU/,microsoftlearn,,3393,85,76,4,2,0,3478,2,2,0,74859,0,,,,,
X,"Your time is valuable. 💜
At Grace Hopper Celebration 2025, we’re showing how Copilot helps women in tech focus on impact, not busywork.
👉 Try it today. ",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1986569298077233394,2025-11-06 18:00:00,2025-11-06 18:00:04,,11-06-2025 18:00,Thursday,18:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,Women In Tech,,Photo,https://twitter.com/MicrosoftLearn/status/1986569298077233394,Microsoft Learn,,3402,32,27,2,3,0,32,0,1,1,483167,0,,,,,
X,"🚀 Your AI future starts now. Microsoft Ignite 2025 is here!
Join us in San Francisco or online to explore what’s next in AI, cloud, and security. Learn how AI is transforming IT operations and modernizing the enterprise. #MSIgnite",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://twitter.com/MicrosoftLearn/status/1990830580527927542,2025-11-18 12:12:52,2025-11-18 12:12:52,,11-18-2025 12:12,Tuesday,12:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/1990830580527927542,Microsoft Learn,,3404,76,44,3,6,0,76,2,1,0,482420,0,,,,,
X,"Not every workflow needs the same level of automation.
M365 agents span from ready-to-use to fully orchestrated.
Which one fits your use case best?",SENT,Microsoft Learn,TWITTER,Emma Casey,MSFT Learn | AON (Universal),https://twitter.com/MicrosoftLearn/status/2036462397766988276,2026-03-24 11:17:24,2026-03-24 11:17:26,,03-24-2026 11:17,Tuesday,11:00,, , ,Other, ,MSFT Learn | Microsoft created,Biz User,,Photo,https://twitter.com/MicrosoftLearn/status/2036462397766988276,Microsoft Learn,,3409,78,67,5,6,0,78,1,4,0,483537,0,,,,,
Instagram,Black voices. Real Impact. Future-Building tech. #Blackinnovation #AllinTech #BHM,SENT,microsoftlearn,INSTAGRAM,Emma Casey,MSFT Learn | AON (Universal),https://www.instagram.com/reel/DUqo2epiD5N/,2026-02-12 12:28:19,2026-02-12 12:28:19,,02-12-2026 12:28,Thursday,12:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Video,https://www.instagram.com/reel/DUqo2epiD5N/,microsoftlearn,,3426,79,58,0,2,0,3505,0,0,0,115123,0,,,,,
